revenue_id,customer_id,subscription_id,revenue_date,gross_revenue,discount,refund,net_revenue,revenue_type
REV100070,CUST1053,SUB10002,2022-07-06,40.83,0.0,0.0,40.83,Recurring
REV100071,CUST1053,SUB10002,2022-08-06,40.83,0.0,0.0,40.83,Recurring
REV100072,CUST1053,SUB10002,2022-09-06,40.83,2.04,0.0,38.79,Recurring
REV100073,CUST1053,SUB10003,2022-09-19,399.0,19.95,0.0,379.05,New
REV100074,CUST1053,SUB10003,2022-10-19,399.0,39.9,0.0,359.1,Recurring
REV100075,CUST1053,SUB10003,2022-11-19,399.0,0.0,0.0,399.0,Recurring
REV100076,CUST1053,SUB10003,2022-12-19,399.0,0.0,0.0,399.0,Recurring
REV100077,CUST1053,SUB10003,2023-01-19,399.0,19.95,0.0,379.05,Recurring
REV100078,CUST1053,SUB10003,2023-02-19,399.0,0.0,0.0,399.0,Recurring
REV100079,CUST1053,SUB10003,2023-03-19,399.0,39.9,0.0,359.1,Recurring
REV100080,CUST1053,SUB10003,2023-04-19,399.0,0.0,0.0,399.0,Recurring
REV100081,CUST1053,SUB10003,2023-05-19,399.0,0.0,0.0,399.0,Recurring
REV100082,CUST1053,SUB10003,2023-06-19,399.0,19.95,0.0,379.05,Recurring
REV100083,CUST1053,SUB10003,2023-07-19,399.0,0.0,0.0,399.0,Recurring
REV100084,CUST1053,SUB10003,2023-08-19,399.0,39.9,0.0,359.1,Recurring
REV100085,CUST1053,SUB10003,2023-09-19,399.0,0.0,0.0,399.0,Recurring
REV100086,CUST1053,SUB10003,2023-10-19,399.0,19.95,0.0,379.05,Recurring
REV100087,CUST1053,SUB10003,2023-11-19,399.0,39.9,0.0,359.1,Recurring
REV100088,CUST1053,SUB10003,2023-12-19,399.0,0.0,0.0,399.0,Recurring
REV100089,CUST1053,SUB10003,2024-01-19,399.0,0.0,0.0,399.0,Recurring
REV100090,CUST1053,SUB10003,2024-02-19,399.0,0.0,0.0,399.0,Recurring
REV100091,CUST1053,SUB10003,2024-03-19,399.0,0.0,0.0,399.0,Recurring
REV100092,CUST1053,SUB10003,2024-04-19,399.0,0.0,0.0,399.0,Recurring
REV100093,CUST1053,SUB10003,2024-05-19,399.0,0.0,0.0,399.0,Recurring
REV100094,CUST1053,SUB10003,2024-06-19,399.0,0.0,0.0,399.0,Recurring
REV100095,CUST1053,SUB10003,2024-07-19,399.0,0.0,0.0,399.0,Recurring
REV100096,CUST1053,SUB10003,2024-08-19,399.0,19.95,0.0,379.05,Recurring
REV100097,CUST1053,SUB10003,2024-09-19,399.0,0.0,0.0,399.0,Recurring
REV100098,CUST1027,SUB10004,2021-02-21,832.5,0.0,0.0,832.5,New
REV100099,CUST1027,SUB10004,2021-03-21,832.5,83.25,0.0,749.25,Recurring
REV100100,CUST1027,SUB10004,2021-04-21,832.5,0.0,0.0,832.5,Recurring
REV100101,CUST1027,SUB10004,2021-05-21,832.5,0.0,0.0,832.5,Recurring
REV100102,CUST1027,SUB10004,2021-06-21,832.5,41.62,0.0,790.88,Recurring
REV100103,CUST1027,SUB10004,2021-07-21,832.5,83.25,0.0,749.25,Recurring
REV100104,CUST1027,SUB10004,2021-08-21,832.5,0.0,0.0,832.5,Recurring
REV100105,CUST1027,SUB10004,2021-09-21,832.5,0.0,0.0,832.5,Recurring
REV100106,CUST1027,SUB10004,2021-10-21,832.5,83.25,0.0,749.25,Recurring
REV100107,CUST1027,SUB10004,2021-11-21,832.5,41.62,0.0,790.88,Recurring
REV100108,CUST1027,SUB10004,2021-12-21,832.5,41.62,0.0,790.88,Recurring
REV100109,CUST1027,SUB10004,2022-01-21,832.5,0.0,0.0,832.5,Recurring
REV100110,CUST1027,SUB10004,2022-02-21,832.5,83.25,0.0,749.25,Recurring
REV100111,CUST1027,SUB10004,2022-03-21,832.5,0.0,0.0,832.5,Recurring
REV100112,CUST1027,SUB10004,2022-04-21,832.5,0.0,0.0,832.5,Recurring
REV100113,CUST1027,SUB10004,2022-05-21,832.5,0.0,0.0,832.5,Recurring
REV100114,CUST1027,SUB10004,2022-06-21,832.5,41.62,0.0,790.88,Recurring
REV100115,CUST1027,SUB10004,2022-07-21,832.5,41.62,0.0,790.88,Recurring
REV100116,CUST1027,SUB10004,2022-08-21,832.5,41.62,0.0,790.88,Recurring
REV100117,CUST1027,SUB10004,2022-09-21,832.5,0.0,0.0,832.5,Recurring
REV100118,CUST1027,SUB10004,2022-10-21,832.5,0.0,0.0,832.5,Recurring
REV100119,CUST1027,SUB10004,2022-11-21,832.5,83.25,0.0,749.25,Recurring
REV100120,CUST1027,SUB10004,2022-12-21,832.5,0.0,0.0,832.5,Recurring
REV100121,CUST1027,SUB10004,2023-01-21,832.5,41.62,0.0,790.88,Recurring
REV100122,CUST1027,SUB10004,2023-02-21,832.5,41.62,24.97,765.91,Recurring
REV100123,CUST1027,SUB10004,2023-03-21,832.5,0.0,0.0,832.5,Recurring
REV100124,CUST1027,SUB10004,2023-04-21,832.5,0.0,0.0,832.5,Recurring
REV100125,CUST1027,SUB10004,2023-05-21,832.5,0.0,0.0,832.5,Recurring
REV100126,CUST1027,SUB10004,2023-06-21,832.5,41.62,0.0,790.88,Recurring
REV100127,CUST1027,SUB10004,2023-07-21,832.5,0.0,0.0,832.5,Recurring
REV100128,CUST1027,SUB10004,2023-08-21,832.5,83.25,0.0,749.25,Recurring
REV100129,CUST1027,SUB10004,2023-09-21,832.5,0.0,0.0,832.5,Recurring
REV100130,CUST1027,SUB10004,2023-10-21,832.5,41.62,0.0,790.88,Recurring
REV100131,CUST1027,SUB10004,2023-11-21,832.5,0.0,0.0,832.5,Recurring
REV100132,CUST1027,SUB10004,2023-12-21,832.5,0.0,0.0,832.5,Recurring
REV100133,CUST1027,SUB10004,2024-01-21,832.5,0.0,0.0,832.5,Recurring
REV100134,CUST1027,SUB10004,2024-02-21,832.5,0.0,0.0,832.5,Recurring
REV100135,CUST1002,SUB10005,2021-03-28,124.17,0.0,0.0,124.17,New
REV100136,CUST1002,SUB10005,2021-04-28,124.17,0.0,0.0,124.17,Recurring
REV100137,CUST1002,SUB10005,2021-05-28,124.17,0.0,0.0,124.17,Recurring
REV100138,CUST1002,SUB10005,2021-06-28,124.17,0.0,0.0,124.17,Recurring
REV100139,CUST1002,SUB10005,2021-07-28,124.17,0.0,0.0,124.17,Recurring
REV100140,CUST1002,SUB10005,2021-08-28,124.17,0.0,0.0,124.17,Recurring
REV100141,CUST1002,SUB10005,2021-09-28,124.17,0.0,0.0,124.17,Recurring
REV100142,CUST1002,SUB10005,2021-10-28,124.17,12.42,0.0,111.75,Recurring
REV100143,CUST1002,SUB10005,2021-11-28,124.17,0.0,0.0,124.17,Recurring
REV100144,CUST1002,SUB10005,2021-12-28,124.17,0.0,0.0,124.17,Recurring
REV100145,CUST1002,SUB10005,2022-01-28,124.17,6.21,0.0,117.96,Recurring
REV100146,CUST1002,SUB10005,2022-02-28,124.17,0.0,0.0,124.17,Recurring
REV100147,CUST1002,SUB10005,2022-03-28,124.17,12.42,0.0,111.75,Recurring
REV100148,CUST1002,SUB10005,2022-04-28,124.17,6.21,0.0,117.96,Recurring
REV100149,CUST1002,SUB10005,2022-05-28,124.17,6.21,0.0,117.96,Recurring
REV100150,CUST1002,SUB10005,2022-06-28,124.17,0.0,0.0,124.17,Recurring
REV100151,CUST1002,SUB10005,2022-07-28,124.17,6.21,0.0,117.96,Recurring
REV100152,CUST1002,SUB10005,2022-08-28,124.17,12.42,0.0,111.75,Recurring
REV100153,CUST1002,SUB10005,2022-09-28,124.17,6.21,0.0,117.96,Recurring
REV100154,CUST1002,SUB10005,2022-10-28,124.17,12.42,0.0,111.75,Recurring
REV100155,CUST1002,SUB10005,2022-11-28,124.17,6.21,0.0,117.96,Recurring
REV100156,CUST1002,SUB10005,2022-12-28,124.17,6.21,0.0,117.96,Recurring
REV100157,CUST1002,SUB10005,2023-01-28,124.17,0.0,0.0,124.17,Recurring
REV100158,CUST1002,SUB10005,2023-02-28,124.17,6.21,0.0,117.96,Recurring
REV100159,CUST1002,SUB10005,2023-03-28,124.17,6.21,0.0,117.96,Recurring
REV100160,CUST1002,SUB10005,2023-04-28,124.17,12.42,0.0,111.75,Recurring
REV100161,CUST1002,SUB10005,2023-05-28,124.17,0.0,3.73,120.44,Recurring
REV100162,CUST1002,SUB10005,2023-06-28,124.17,6.21,0.0,117.96,Recurring
REV100163,CUST1002,SUB10005,2023-07-28,124.17,12.42,0.0,111.75,Recurring
REV100164,CUST1002,SUB10005,2023-08-28,124.17,0.0,0.0,124.17,Recurring
REV100165,CUST1002,SUB10005,2023-09-28,124.17,6.21,0.0,117.96,Recurring
REV100166,CUST1002,SUB10005,2023-10-28,124.17,0.0,0.0,124.17,Recurring
REV100167,CUST1002,SUB10005,2023-11-28,124.17,0.0,0.0,124.17,Recurring
REV100168,CUST1002,SUB10005,2023-12-28,124.17,0.0,0.0,124.17,Recurring
REV100169,CUST1002,SUB10005,2024-01-28,124.17,0.0,0.0,124.17,Recurring
REV100170,CUST1002,SUB10005,2024-02-28,124.17,0.0,0.0,124.17,Recurring
REV100171,CUST1002,SUB10005,2024-03-28,124.17,0.0,0.0,124.17,Recurring
REV100172,CUST1002,SUB10005,2024-04-28,124.17,6.21,0.0,117.96,Recurring
REV100173,CUST1002,SUB10005,2024-05-28,124.17,0.0,0.0,124.17,Recurring
REV100174,CUST1002,SUB10005,2024-06-28,124.17,0.0,0.0,124.17,Recurring
REV100175,CUST1002,SUB10005,2024-07-28,124.17,0.0,0.0,124.17,Recurring
REV100176,CUST1002,SUB10005,2024-08-28,124.17,0.0,0.0,124.17,Recurring
REV100177,CUST1002,SUB10005,2024-09-28,124.17,12.42,0.0,111.75,Recurring
REV100178,CUST1002,SUB10005,2024-10-28,124.17,0.0,0.0,124.17,Recurring
REV100179,CUST1002,SUB10005,2024-11-28,124.17,0.0,0.0,124.17,Recurring
REV100180,CUST1002,SUB10005,2024-12-28,124.17,0.0,0.0,124.17,Recurring
REV100181,CUST1002,SUB10005,2025-01-28,124.17,6.21,0.0,117.96,Recurring
REV100182,CUST1002,SUB10005,2025-02-28,124.17,0.0,0.0,124.17,Recurring
REV100183,CUST1002,SUB10005,2025-03-28,124.17,0.0,0.0,124.17,Recurring
REV100184,CUST1002,SUB10005,2025-04-28,124.17,6.21,0.0,117.96,Recurring
REV100185,CUST1002,SUB10005,2025-05-28,124.17,0.0,0.0,124.17,Recurring
REV100186,CUST1002,SUB10005,2025-06-28,124.17,0.0,0.0,124.17,Recurring
REV100187,CUST1002,SUB10005,2025-07-28,124.17,6.21,0.0,117.96,Recurring
REV100188,CUST1002,SUB10005,2025-08-28,124.17,12.42,0.0,111.75,Recurring
REV100189,CUST1002,SUB10005,2025-09-28,124.17,6.21,3.73,114.23,Recurring
REV100190,CUST1002,SUB10005,2025-10-28,124.17,12.42,0.0,111.75,Recurring
REV100191,CUST1002,SUB10005,2025-11-28,124.17,0.0,0.0,124.17,Recurring
REV100192,CUST1002,SUB10005,2025-12-28,124.17,0.0,0.0,124.17,Recurring
REV100193,CUST1002,SUB10006,2023-03-28,332.5,0.0,0.0,332.5,New
REV100194,CUST1002,SUB10006,2023-04-28,332.5,0.0,0.0,332.5,Recurring
REV100195,CUST1002,SUB10006,2023-05-28,332.5,33.25,0.0,299.25,Recurring
REV100196,CUST1002,SUB10006,2023-06-28,332.5,33.25,0.0,299.25,Recurring
REV100197,CUST1002,SUB10006,2023-07-28,332.5,33.25,0.0,299.25,Recurring
REV100198,CUST1002,SUB10006,2023-08-28,332.5,0.0,0.0,332.5,Recurring
REV100199,CUST1002,SUB10006,2023-09-28,332.5,16.62,0.0,315.88,Recurring
REV100200,CUST1002,SUB10006,2023-10-28,332.5,0.0,0.0,332.5,Recurring
REV100201,CUST1002,SUB10006,2023-11-28,332.5,0.0,0.0,332.5,Recurring
REV100202,CUST1002,SUB10006,2023-12-28,332.5,0.0,0.0,332.5,Recurring
REV100203,CUST1002,SUB10006,2024-01-28,332.5,16.62,0.0,315.88,Recurring
REV100204,CUST1002,SUB10006,2024-02-28,332.5,0.0,0.0,332.5,Recurring
REV100205,CUST1002,SUB10006,2024-03-28,332.5,0.0,0.0,332.5,Recurring
REV100206,CUST1002,SUB10006,2024-04-28,332.5,0.0,0.0,332.5,Recurring
REV100207,CUST1002,SUB10006,2024-05-28,332.5,33.25,0.0,299.25,Recurring
REV100208,CUST1002,SUB10006,2024-06-28,332.5,0.0,0.0,332.5,Recurring
REV100209,CUST1002,SUB10006,2024-07-28,332.5,0.0,0.0,332.5,Recurring
REV100210,CUST1002,SUB10006,2024-08-28,332.5,33.25,0.0,299.25,Recurring
REV100211,CUST1002,SUB10006,2024-09-28,332.5,0.0,0.0,332.5,Recurring
REV100212,CUST1002,SUB10006,2024-10-28,332.5,0.0,0.0,332.5,Recurring
REV100213,CUST1002,SUB10006,2024-11-28,332.5,16.62,0.0,315.88,Recurring
REV100214,CUST1002,SUB10006,2024-12-28,332.5,0.0,0.0,332.5,Recurring
REV100215,CUST1002,SUB10006,2025-01-28,332.5,0.0,0.0,332.5,Recurring
REV100216,CUST1002,SUB10006,2025-02-28,332.5,0.0,0.0,332.5,Recurring
REV100217,CUST1002,SUB10006,2025-03-28,332.5,0.0,0.0,332.5,Recurring
REV100218,CUST1002,SUB10006,2025-04-28,332.5,0.0,0.0,332.5,Recurring
REV100219,CUST1002,SUB10006,2025-05-28,332.5,16.62,0.0,315.88,Recurring
REV100220,CUST1002,SUB10006,2025-06-28,332.5,0.0,0.0,332.5,Recurring
REV100221,CUST1002,SUB10006,2025-07-28,332.5,33.25,0.0,299.25,Recurring
REV100222,CUST1002,SUB10006,2025-08-28,332.5,0.0,0.0,332.5,Recurring
REV100223,CUST1002,SUB10006,2025-09-28,332.5,0.0,0.0,332.5,Recurring
REV100224,CUST1002,SUB10006,2025-10-28,332.5,33.25,0.0,299.25,Recurring
REV100225,CUST1002,SUB10006,2025-11-28,332.5,33.25,0.0,299.25,Recurring
REV100226,CUST1002,SUB10006,2025-12-28,332.5,0.0,0.0,332.5,Recurring
REV100227,CUST1002,SUB10007,2025-04-13,124.17,0.0,0.0,124.17,New
REV100228,CUST1002,SUB10007,2025-05-13,124.17,0.0,0.0,124.17,Recurring
REV100229,CUST1002,SUB10007,2025-06-13,124.17,12.42,3.73,108.02,Recurring
REV100230,CUST1002,SUB10007,2025-07-13,124.17,0.0,0.0,124.17,Recurring
REV100231,CUST1002,SUB10007,2025-08-13,124.17,12.42,0.0,111.75,Recurring
REV100232,CUST1002,SUB10007,2025-09-13,124.17,0.0,0.0,124.17,Recurring
REV100233,CUST1002,SUB10007,2025-10-13,124.17,0.0,0.0,124.17,Recurring
REV100234,CUST1002,SUB10007,2025-11-13,124.17,0.0,0.0,124.17,Recurring
REV100235,CUST1002,SUB10007,2025-12-13,124.17,0.0,0.0,124.17,Recurring
REV100236,CUST1039,SUB10008,2021-06-25,124.17,0.0,0.0,124.17,New
REV100237,CUST1039,SUB10008,2021-07-25,124.17,0.0,0.0,124.17,Recurring
REV100238,CUST1039,SUB10008,2021-08-25,124.17,6.21,0.0,117.96,Recurring
REV100239,CUST1039,SUB10008,2021-09-25,124.17,0.0,0.0,124.17,Recurring
REV100240,CUST1026,SUB10009,2021-07-25,332.5,0.0,0.0,332.5,New
REV100241,CUST1026,SUB10009,2021-08-25,332.5,0.0,0.0,332.5,Recurring
REV100242,CUST1026,SUB10009,2021-09-25,332.5,0.0,0.0,332.5,Recurring
REV100243,CUST1026,SUB10009,2021-10-25,332.5,0.0,0.0,332.5,Recurring
REV100244,CUST1026,SUB10009,2021-11-25,332.5,33.25,0.0,299.25,Recurring
REV100245,CUST1026,SUB10009,2021-12-25,332.5,0.0,0.0,332.5,Recurring
REV100246,CUST1026,SUB10009,2022-01-25,332.5,16.62,0.0,315.88,Recurring
REV100247,CUST1026,SUB10009,2022-02-25,332.5,16.62,0.0,315.88,Recurring
REV100248,CUST1026,SUB10009,2022-03-25,332.5,16.62,0.0,315.88,Recurring
REV100249,CUST1026,SUB10009,2022-04-25,332.5,16.62,0.0,315.88,Recurring
REV100250,CUST1026,SUB10009,2022-05-25,332.5,0.0,0.0,332.5,Recurring
REV100251,CUST1026,SUB10009,2022-06-25,332.5,0.0,0.0,332.5,Recurring
REV100252,CUST1026,SUB10009,2022-07-25,332.5,0.0,0.0,332.5,Recurring
REV100253,CUST1026,SUB10009,2022-08-25,332.5,33.25,0.0,299.25,Recurring
REV100254,CUST1026,SUB10009,2022-09-25,332.5,0.0,0.0,332.5,Recurring
REV100255,CUST1026,SUB10009,2022-10-25,332.5,33.25,0.0,299.25,Recurring
REV100256,CUST1026,SUB10009,2022-11-25,332.5,16.62,0.0,315.88,Recurring
REV100257,CUST1026,SUB10009,2022-12-25,332.5,16.62,0.0,315.88,Recurring
REV100258,CUST1026,SUB10009,2023-01-25,332.5,0.0,0.0,332.5,Recurring
REV100259,CUST1026,SUB10009,2023-02-25,332.5,33.25,0.0,299.25,Recurring
REV100260,CUST1026,SUB10009,2023-03-25,332.5,0.0,0.0,332.5,Recurring
REV100261,CUST1026,SUB10009,2023-04-25,332.5,0.0,0.0,332.5,Recurring
REV100262,CUST1026,SUB10009,2023-05-25,332.5,16.62,0.0,315.88,Recurring
REV100263,CUST1026,SUB10009,2023-06-25,332.5,0.0,0.0,332.5,Recurring
REV100264,CUST1026,SUB10009,2023-07-25,332.5,0.0,0.0,332.5,Recurring
REV100265,CUST1026,SUB10009,2023-08-25,332.5,0.0,0.0,332.5,Recurring
REV100266,CUST1026,SUB10009,2023-09-25,332.5,16.62,0.0,315.88,Recurring
REV100267,CUST1026,SUB10009,2023-10-25,332.5,0.0,0.0,332.5,Recurring
REV100268,CUST1026,SUB10009,2023-11-25,332.5,0.0,0.0,332.5,Recurring
REV100269,CUST1026,SUB10009,2023-12-25,332.5,0.0,0.0,332.5,Recurring
REV100270,CUST1026,SUB10009,2024-01-25,332.5,33.25,0.0,299.25,Recurring
REV100271,CUST1026,SUB10009,2024-02-25,332.5,33.25,0.0,299.25,Recurring
REV100272,CUST1026,SUB10009,2024-03-25,332.5,0.0,0.0,332.5,Recurring
REV100273,CUST1026,SUB10009,2024-04-25,332.5,16.62,0.0,315.88,Recurring
REV100274,CUST1026,SUB10009,2024-05-25,332.5,0.0,0.0,332.5,Recurring
REV100275,CUST1026,SUB10009,2024-06-25,332.5,33.25,0.0,299.25,Recurring
REV100276,CUST1026,SUB10009,2024-07-25,332.5,0.0,0.0,332.5,Recurring
REV100277,CUST1026,SUB10009,2024-08-25,332.5,0.0,0.0,332.5,Recurring
REV100278,CUST1026,SUB10009,2024-09-25,332.5,16.62,0.0,315.88,Recurring
REV100279,CUST1026,SUB10009,2024-10-25,332.5,0.0,0.0,332.5,Recurring
REV100280,CUST1026,SUB10009,2024-11-25,332.5,33.25,0.0,299.25,Recurring
REV100281,CUST1026,SUB10009,2024-12-25,332.5,0.0,0.0,332.5,Recurring
REV100282,CUST1026,SUB10009,2025-01-25,332.5,16.62,0.0,315.88,Recurring
REV100283,CUST1026,SUB10009,2025-02-25,332.5,33.25,0.0,299.25,Recurring
REV100284,CUST1026,SUB10009,2025-03-25,332.5,33.25,9.97,289.28,Recurring
REV100285,CUST1026,SUB10009,2025-04-25,332.5,0.0,9.97,322.53,Recurring
REV100286,CUST1026,SUB10009,2025-05-25,332.5,0.0,0.0,332.5,Recurring
REV100287,CUST1026,SUB10009,2025-06-25,332.5,0.0,0.0,332.5,Recurring
REV100288,CUST1026,SUB10009,2025-07-25,332.5,0.0,9.97,322.53,Recurring
REV100289,CUST1026,SUB10009,2025-08-25,332.5,0.0,0.0,332.5,Recurring
REV100290,CUST1026,SUB10009,2025-09-25,332.5,16.62,0.0,315.88,Recurring
REV100291,CUST1026,SUB10009,2025-10-25,332.5,0.0,0.0,332.5,Recurring
REV100292,CUST1026,SUB10009,2025-11-25,332.5,33.25,0.0,299.25,Recurring
REV100293,CUST1026,SUB10009,2025-12-25,332.5,16.62,0.0,315.88,Recurring
REV100294,CUST1026,SUB10010,2022-08-31,149.0,0.0,0.0,149.0,New
REV100295,CUST1026,SUB10010,2022-09-30,149.0,0.0,0.0,149.0,Recurring
REV100296,CUST1026,SUB10010,2022-10-30,149.0,14.9,0.0,134.1,Recurring
REV100297,CUST1026,SUB10010,2022-11-30,149.0,0.0,0.0,149.0,Recurring
REV100298,CUST1026,SUB10010,2022-12-30,149.0,14.9,0.0,134.1,Recurring
REV100299,CUST1026,SUB10010,2023-01-30,149.0,0.0,0.0,149.0,Recurring
REV100300,CUST1026,SUB10010,2023-02-28,149.0,7.45,0.0,141.55,Recurring
REV100301,CUST1026,SUB10010,2023-03-28,149.0,7.45,0.0,141.55,Recurring
REV100302,CUST1026,SUB10010,2023-04-28,149.0,0.0,0.0,149.0,Recurring
REV100303,CUST1026,SUB10010,2023-05-28,149.0,0.0,0.0,149.0,Recurring
REV100304,CUST1026,SUB10010,2023-06-28,149.0,0.0,0.0,149.0,Recurring
REV100305,CUST1026,SUB10010,2023-07-28,149.0,14.9,0.0,134.1,Recurring
REV100306,CUST1026,SUB10010,2023-08-28,149.0,0.0,0.0,149.0,Recurring
REV100307,CUST1026,SUB10010,2023-09-28,149.0,7.45,0.0,141.55,Recurring
REV100308,CUST1026,SUB10010,2023-10-28,149.0,0.0,4.47,144.53,Recurring
REV100309,CUST1026,SUB10010,2023-11-28,149.0,0.0,0.0,149.0,Recurring
