customer_id,usage_date,active_users,login_count,session_count,feature_usage,api_calls
CUST1032,2022-02-01,49,306,546,2270,7285
CUST1032,2022-03-01,39,387,655,2034,5349
CUST1032,2022-04-01,41,416,714,4194,10802
CUST1032,2022-05-01,50,229,390,847,17009
CUST1032,2022-06-01,49,272,405,1351,20203
CUST1032,2022-07-01,44,432,492,2441,20512
CUST1032,2022-08-01,45,206,372,1465,4600
CUST1032,2022-09-01,53,585,1023,4471,10424
CUST1032,2022-10-01,41,196,334,1103,16422
CUST1032,2022-11-01,48,284,337,1668,21189
CUST1032,2022-12-01,43,274,355,1378,11523
CUST1032,2023-01-01,43,473,582,3324,10954
CUST1032,2023-02-01,52,337,412,2010,17389
CUST1032,2023-03-01,50,589,755,1894,18074
CUST1032,2023-04-01,50,176,215,1162,12818
CUST1032,2023-05-01,53,240,338,1874,17046
CUST1032,2023-06-01,45,454,760,3379,5691
CUST1032,2023-07-01,49,574,1073,2517,21346
CUST1032,2023-08-01,42,310,618,2698,17919
CUST1032,2023-09-01,47,259,455,2249,7566
CUST1032,2023-10-01,44,261,423,2354,13917
CUST1032,2023-11-01,45,195,315,636,22098
CUST1032,2023-12-01,49,164,249,1263,3191
CUST1032,2024-01-01,39,303,463,2403,16363
CUST1032,2024-02-01,59,417,548,2320,3279
CUST1032,2024-03-01,38,364,711,1799,6958
CUST1032,2024-04-01,36,317,374,1465,6738
CUST1032,2024-05-01,52,485,907,4525,3171
CUST1032,2024-06-01,50,354,635,3490,11620
CUST1032,2024-07-01,49,495,709,2734,16416
CUST1032,2024-08-01,49,526,612,3411,9790
CUST1032,2024-09-01,44,144,213,655,20932
CUST1032,2024-10-01,38,299,542,2791,3284
CUST1032,2024-11-01,45,491,865,1919,21392
CUST1032,2024-12-01,40,362,687,1678,8580
CUST1032,2025-01-01,51,437,624,1685,15374
CUST1032,2025-02-01,44,158,274,772,21628
CUST1032,2025-03-01,39,200,240,939,18432
CUST1032,2025-04-01,42,345,677,1922,16180
CUST1032,2025-05-01,47,236,334,1025,16736
CUST1032,2025-06-01,41,225,260,879,11020
CUST1032,2025-07-01,39,301,364,1761,13854
CUST1032,2025-08-01,46,358,487,2183,18858
CUST1032,2025-09-01,46,529,966,5567,3658
CUST1032,2025-10-01,41,452,683,1585,18617
CUST1032,2025-11-01,41,229,449,1094,7141
CUST1032,2025-12-01,46,426,658,3618,13078
CUST1004,2021-06-01,127,406,598,2828,59597
CUST1004,2021-07-01,128,929,1373,6797,7637
CUST1004,2021-08-01,145,681,762,3968,61730
CUST1004,2021-09-01,157,1205,1689,7287,54179
CUST1004,2021-10-01,170,1713,2633,12278,49057
CUST1004,2021-11-01,199,1579,2387,10190,90391
CUST1004,2021-12-01,183,1053,1906,5540,39776
CUST1004,2022-01-01,159,889,1654,4289,28297
CUST1004,2022-02-01,162,1880,3114,8230,47124
CUST1004,2022-03-01,138,640,805,3890,63082
CUST1004,2022-04-01,162,1644,2046,5048,80546
CUST1004,2022-05-01,155,1266,1894,6588,22059
CUST1004,2022-06-01,170,1591,2703,15980,19817
CUST1004,2022-07-01,142,999,1975,8165,14863
CUST1004,2022-08-01,175,564,1093,5545,83388
CUST1004,2022-09-01,200,2270,2815,16553,59153
CUST1004,2022-10-01,160,1210,2035,6475,72510
CUST1004,2022-11-01,172,2016,3585,21424,60217
CUST1004,2022-12-01,179,1825,3204,18228,36231
CUST1004,2023-01-01,153,613,938,2026,54330
CUST1004,2023-02-01,168,680,763,3410,25059
CUST1004,2023-03-01,163,1013,1411,6254,22464
CUST1004,2023-04-01,165,1276,2300,11657,22781
CUST1004,2023-05-01,144,540,1006,4736,69254
CUST1004,2023-06-01,163,1920,2793,11065,52392
CUST1004,2023-07-01,175,1330,1530,7140,40057
CUST1004,2023-08-01,198,1869,2775,9835,10986
CUST1004,2023-09-01,186,1135,1563,5911,56258
CUST1004,2023-10-01,215,1062,2016,10011,50960
CUST1004,2023-11-01,144,1005,1253,6154,65372
CUST1004,2023-12-01,184,1758,2589,13830,58709
CUST1004,2024-01-01,167,716,983,5852,47826
CUST1004,2024-02-01,216,1300,2521,10998,47325
CUST1004,2024-03-01,143,437,731,2261,18404
CUST1004,2024-04-01,142,1016,1636,9258,19832
CUST1004,2024-05-01,148,1552,2111,8364,62198
CUST1004,2024-06-01,111,634,1031,4099,42505
CUST1004,2024-07-01,150,753,1364,3568,27761
CUST1004,2024-08-01,144,1262,2111,5270,50351
CUST1004,2024-09-01,166,927,1169,6578,56465
CUST1004,2024-10-01,171,556,994,3948,83239
CUST1004,2024-11-01,208,1745,2487,9753,51216
CUST1004,2024-12-01,186,989,1698,10013,77790
CUST1004,2025-01-01,148,941,1655,3426,24685
CUST1004,2025-02-01,141,1161,1429,5493,51038
CUST1004,2025-03-01,175,1087,1247,4295,58854
CUST1004,2025-04-01,130,1507,1723,5456,43878
CUST1004,2025-05-01,207,764,973,4390,81580
CUST1004,2025-06-01,191,1602,2003,6590,36728
CUST1004,2025-07-01,151,1601,2913,8989,54976
CUST1004,2025-08-01,121,757,1196,4074,13875
CUST1004,2025-09-01,196,829,1121,5734,46137
CUST1004,2025-10-01,160,1806,2251,6463,44243
CUST1004,2025-11-01,193,2023,3672,15549,69546
CUST1004,2025-12-01,124,1434,2669,12945,45386
CUST1031,2021-07-01,29,195,375,924,3162
CUST1031,2021-08-01,32,101,142,676,3601
CUST1031,2021-09-01,32,223,443,1812,15569
CUST1031,2021-10-01,29,131,180,896,2997
CUST1031,2021-11-01,34,141,243,1154,6403
CUST1031,2021-12-01,26,127,251,928,10227
CUST1031,2022-01-01,31,124,138,543,7565
CUST1031,2022-02-01,32,152,171,793,10141
CUST1031,2022-03-01,34,245,469,1019,6315
CUST1031,2022-04-01,35,108,128,319,11228
CUST1031,2022-05-01,26,215,275,1287,1642
CUST1031,2022-06-01,24,103,182,565,7461
CUST1031,2022-07-01,38,234,437,2238,12381
CUST1031,2022-08-01,33,248,288,1520,12984
CUST1031,2022-09-01,28,217,378,2213,3564
CUST1031,2022-10-01,39,381,420,2058,18170
CUST1031,2022-11-01,32,361,673,2623,11653
CUST1031,2022-12-01,37,172,293,711,15748
CUST1031,2023-01-01,32,378,560,2271,7469
CUST1031,2023-02-01,41,403,557,2152,11638
CUST1031,2023-03-01,40,298,424,1336,14998
CUST1031,2023-04-01,30,112,172,608,7668
CUST1031,2023-05-01,36,346,594,3186,5459
CUST1031,2023-06-01,35,233,462,1714,15244
CUST1031,2023-07-01,38,420,765,4403,8183
CUST1031,2023-08-01,27,84,143,670,6165
CUST1031,2023-09-01,35,269,459,1136,7968
CUST1031,2023-10-01,37,342,677,3361,16708
CUST1031,2023-11-01,23,103,147,411,3222
CUST1031,2023-12-01,26,275,402,1178,6269
CUST1031,2024-01-01,22,164,293,1483,6977
CUST1031,2024-02-01,30,294,535,3088,6307
CUST1031,2024-03-01,35,315,615,3659,9804
CUST1031,2024-04-01,39,168,253,629,10537
CUST1031,2024-05-01,32,162,315,667,12224
CUST1031,2024-06-01,39,408,631,1329,5093
CUST1031,2024-07-01,25,211,294,944,8261
CUST1031,2024-08-01,23,226,383,1562,6244
CUST1031,2024-09-01,31,223,304,1213,8591
CUST1031,2024-10-01,33,260,475,1977,1912
CUST1031,2024-11-01,31,306,609,3361,3211
CUST1031,2024-12-01,22,155,289,1089,1456
CUST1031,2025-01-01,31,142,240,1228,13891
CUST1031,2025-02-01,25,111,165,536,5627
CUST1031,2025-03-01,35,345,556,2202,10472
CUST1031,2025-04-01,33,259,394,1674,3971
CUST1031,2025-05-01,27,94,125,545,5940
CUST1031,2025-06-01,29,263,470,1474,2251
CUST1031,2025-07-01,26,216,262,907,10771
CUST1031,2025-08-01,31,255,456,2052,6858
CUST1031,2025-09-01,36,246,490,1787,2714
CUST1031,2025-10-01,27,140,183,594,2382
CUST1031,2025-11-01,34,312,587,1442,4297
CUST1031,2025-12-01,29,227,257,1190,6963
CUST1059,2021-08-01,118,1311,1756,8400,37122
CUST1059,2021-09-01,131,1555,2239,7973,40301
CUST1059,2021-10-01,113,1161,1381,6491,22733
CUST1059,2021-11-01,122,918,1641,5510,39854
CUST1059,2021-12-01,109,683,1019,4063,47011
CUST1059,2022-01-01,173,1744,3237,13411,31020
CUST1059,2022-02-01,134,459,916,3305,20320
CUST1059,2022-03-01,119,1152,1362,7323,11022
CUST1059,2022-04-01,138,832,965,5022,36414
CUST1059,2022-05-01,131,640,1162,5352,24343
CUST1059,2022-06-01,129,1320,1966,8178,18064
CUST1059,2022-07-01,146,966,1605,6119,57458
CUST1059,2022-08-01,149,689,769,3701,65294
CUST1059,2022-09-01,123,1007,1300,7603,47231
CUST1059,2022-10-01,122,879,1708,7055,39831
CUST1059,2022-11-01,128,1270,1892,8068,42501
CUST1059,2022-12-01,87,669,955,2474,10241
CUST1059,2023-01-01,103,944,1293,4837,19919
CUST1059,2023-02-01,161,1685,1951,5490,37931
CUST1059,2023-03-01,167,1739,2924,8847,53532
CUST1059,2023-04-01,128,851,1023,2831,20545
CUST1059,2023-05-01,145,1514,2297,9737,35707
CUST1059,2023-06-01,140,1235,1399,3689,15595
CUST1059,2023-07-01,195,1038,1892,8768,25192
CUST1059,2023-08-01,156,1664,3273,12906,9197
CUST1059,2023-09-01,131,1406,1652,7279,57669
CUST1059,2023-10-01,114,1265,1854,6403,39426
CUST1059,2023-11-01,101,385,750,3672,11438
CUST1059,2023-12-01,138,553,973,5576,39313
CUST1059,2024-01-01,118,1234,2412,13811,19271
CUST1059,2024-02-01,105,1150,1511,3761,43365
CUST1059,2024-03-01,121,721,1172,4172,46798
CUST1059,2024-04-01,112,573,848,2185,14427
CUST1059,2024-05-01,167,1958,2928,8834,52649
CUST1059,2024-06-01,151,1119,1608,9318,29055
CUST1059,2024-07-01,133,906,1553,9090,59284
CUST1059,2024-08-01,163,1863,2657,12920,68397
CUST1059,2024-09-01,135,430,847,3746,57869
CUST1059,2024-10-01,116,1039,2022,9630,46975
CUST1059,2024-11-01,164,845,1349,4366,78936
CUST1059,2024-12-01,144,902,1651,4108,63378
CUST1059,2025-01-01,113,1211,1755,9896,25632
CUST1059,2025-02-01,130,1534,2040,4816,54628
CUST1059,2025-03-01,116,593,764,4248,53609
CUST1059,2025-04-01,106,920,1740,8816,24679
CUST1059,2025-05-01,152,502,943,4991,71929
CUST1059,2025-06-01,172,1245,1832,9828,64125
CUST1059,2025-07-01,105,1143,2101,11130,38253
CUST1059,2025-08-01,145,1095,1551,6837,60326
CUST1059,2025-09-01,120,1156,1743,3676,8813
CUST1059,2025-10-01,124,1088,1813,9362,13793
CUST1059,2025-11-01,122,805,1340,4361,10614
CUST1059,2025-12-01,116,512,801,4708,49158
CUST1019,2021-09-01,199,829,1355,4933,94074
CUST1019,2021-10-01,173,1221,2302,5833,22155
CUST1019,2021-11-01,206,1717,2394,7486,18123
CUST1019,2021-12-01,196,1236,1797,6306,83418
CUST1019,2022-01-01,190,1545,1728,3614,57254
CUST1019,2022-02-01,171,1454,1898,4471,44133
CUST1019,2022-03-01,180,964,1799,3956,59058
CUST1019,2022-04-01,220,1848,2281,13303,27842
CUST1019,2022-05-01,212,1718,1911,7841,84378
CUST1019,2022-06-01,168,1907,3517,13985,25370
CUST1019,2022-07-01,200,965,1883,9892,33958
CUST1019,2022-08-01,220,2137,3085,11492,31453
CUST1019,2022-09-01,148,731,1346,6604,20011
CUST1019,2022-10-01,214,989,1793,3792,104701
CUST1019,2022-11-01,178,911,1371,4103,55590
CUST1019,2022-12-01,214,1888,2222,8611,94620
CUST1019,2023-01-01,175,2059,3001,8549,38950
CUST1019,2023-02-01,144,980,1604,3676,43293
CUST1019,2023-03-01,149,516,999,3879,31205
CUST1019,2023-04-01,199,1683,2867,14934,73491
CUST1019,2023-05-01,205,2109,2330,9362,45391
CUST1019,2023-06-01,171,2017,3437,8692,77206
CUST1019,2023-07-01,216,727,917,2457,58704
CUST1019,2023-08-01,148,895,1361,3210,54703
CUST1019,2023-09-01,196,1351,1802,5862,96105
CUST1019,2023-10-01,162,1213,2396,7485,34387
CUST1019,2023-11-01,178,1222,2337,7134,75350
CUST1019,2023-12-01,199,2256,3531,13216,24724
CUST1019,2024-01-01,172,1656,2553,14807,51609
CUST1019,2024-02-01,186,2102,3516,13220,25112
CUST1019,2024-03-01,227,792,1001,3884,28057
CUST1019,2024-04-01,180,1296,1560,8705,49087
CUST1019,2024-05-01,222,1548,3080,13069,56830
CUST1019,2024-06-01,164,658,1150,2981,34000
CUST1019,2024-07-01,213,1029,1395,7449,82531
